HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.input,Answer.aiConfidence,Answer.ai_generated_no.no,Answer.ai_generated_yes.yes,Answer.classificationConfidence,Answer.evaluatedSentence,Answer.interest,Answer.is_fact.fact,Answer.is_myth.myth,Approve,Reject
3DZKABX2023W2ENSNZZEEYEQXBHVC8,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3R2PKQ87NH67CEDDRJZARPP22C0MIM,ARH3TXCX1QAPU,Submitted,Mon Dec 09 12:42:13 PST 2024,Mon Dec 09 12:42:23 PST 2024,Thu Dec 12 12:42:23 PST 2024,,,,10,100% (1/1),100% (1/1),100% (1/1),A cause of autism is from a vaccine.,86,TRUE,FALSE,100,A cause of autism is from a vaccine.,85,FALSE,TRUE,,
3DZKABX2023W2ENSNZZEEYEQXBHVC8,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3RKNTXVS37WC26599R71OXKJ3DAA4B,A2J9Z3LB26A74X,Submitted,Mon Dec 09 12:42:23 PST 2024,Mon Dec 09 12:42:36 PST 2024,Thu Dec 12 12:42:36 PST 2024,,,,13,100% (1/1),100% (1/1),100% (1/1),A cause of autism is from a vaccine.,100,TRUE,FALSE,100,A cause of autism is from a vaccine.,26,FALSE,TRUE,,
3DZKABX2023W2ENSNZZEEYEQXBHVC8,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3TK8OJTYMMJIJNUQI6QLNI9RFJDVPU,A35H5DUMZH86PC,Submitted,Mon Dec 09 13:29:26 PST 2024,Mon Dec 09 13:34:01 PST 2024,Thu Dec 12 13:34:01 PST 2024,,,,275,100% (7/7),100% (7/7),100% (7/7),A cause of autism is from a vaccine.,86,TRUE,FALSE,99,A cause of autism is from a vaccine.,24,FALSE,TRUE,,
3DZKABX2023W2ENSNZZEEYEQXBHVC8,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3TXD01ZLDPFWHFJ7FWOSOYWDAG24UH,A3HKZTDVORNEZ,Submitted,Mon Dec 09 12:42:25 PST 2024,Mon Dec 09 12:42:46 PST 2024,Thu Dec 12 12:42:46 PST 2024,,,,21,100% (1/1),100% (1/1),100% (1/1),A cause of autism is from a vaccine.,20,TRUE,FALSE,40,A cause of autism is from a vaccine.,44,TRUE,FALSE,,
3DZKABX2023W2ENSNZZEEYEQXBHVC8,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3TXMY6UCAZM7KQP5R2A5XVBCZ8LQCJ,ASML73P0NOOVV,Submitted,Mon Dec 09 14:42:03 PST 2024,Mon Dec 09 15:07:04 PST 2024,Thu Dec 12 15:07:04 PST 2024,,,,1501,100% (8/8),100% (8/8),100% (8/8),A cause of autism is from a vaccine.,80,TRUE,FALSE,92,A cause of autism is from a vaccine.,40,FALSE,TRUE,,
3DZKABX2023W2ENSNZZEEYEQXBHVC8,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3VBEN272M5XWEIKNLSVTIMBSFOQGS0,AUIGW2YS0Z7HO,Submitted,Mon Dec 09 12:41:35 PST 2024,Mon Dec 09 12:55:00 PST 2024,Thu Dec 12 12:55:00 PST 2024,,,,805,100% (3/3),100% (3/3),100% (3/3),A cause of autism is from a vaccine.,67,FALSE,TRUE,100,A cause of autism is from a vaccine.,64,FALSE,TRUE,,
3DZKABX2023W2ENSNZZEEYEQXBHVC8,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3WAKVUDHUHET021QHUMZRAGN1I37UF,A1XD6THGBT1T9T,Submitted,Mon Dec 09 14:15:41 PST 2024,Mon Dec 09 14:17:17 PST 2024,Thu Dec 12 14:17:17 PST 2024,,,,96,100% (5/5),100% (5/5),100% (5/5),A cause of autism is from a vaccine.,100,TRUE,FALSE,100,A cause of autism is from a vaccine.,9,FALSE,TRUE,,
3DZKABX2023W2ENSNZZEEYEQXBHVC8,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3Y9N9SS8LJ9PIHPHTNTK4T0JAGK3DU,AW576CMZINJKE,Submitted,Mon Dec 09 13:42:09 PST 2024,Mon Dec 09 13:46:50 PST 2024,Thu Dec 12 13:46:50 PST 2024,,,,281,100% (7/7),100% (7/7),100% (7/7),A cause of autism is from a vaccine.,67,FALSE,TRUE,67,A cause of autism is from a vaccine.,62,TRUE,FALSE,,
3UXQ63NLBUKAW4JSVV1DG5A6OSFBLY,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,30LB5CDZNX8W4QVG2I0YTNLFVM20ZN,A1JTAKTFE9RI70,Submitted,Mon Dec 09 12:43:47 PST 2024,Mon Dec 09 12:45:09 PST 2024,Thu Dec 12 12:45:09 PST 2024,,,,82,0% (0/0),0% (0/0),0% (0/0),"In 53 JC, Rome was governed by a triumvirate.",0,FALSE,FALSE,0,"In 53 JC, Rome was governed by a triumvirate.",0,FALSE,FALSE,,
3UXQ63NLBUKAW4JSVV1DG5A6OSFBLY,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,30X31N5D6OOV4R7KZS3JM00PHTDASI,A20KW255VI8X3Q,Submitted,Mon Dec 09 12:40:59 PST 2024,Mon Dec 09 12:41:11 PST 2024,Thu Dec 12 12:41:11 PST 2024,,,,12,100% (2/2),100% (2/2),100% (2/2),"In 53 JC, Rome was governed by a triumvirate.",34,FALSE,TRUE,44,"In 53 JC, Rome was governed by a triumvirate.",51,TRUE,FALSE,,
3UXQ63NLBUKAW4JSVV1DG5A6OSFBLY,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,323Q6SJS83E1A9ACZEDCWN4E5Y8HFG,A19I2ZK220NTAE,Submitted,Mon Dec 09 13:40:32 PST 2024,Mon Dec 09 14:25:40 PST 2024,Thu Dec 12 14:25:40 PST 2024,,,,2708,100% (2/2),100% (2/2),100% (2/2),"In 53 JC, Rome was governed by a triumvirate.",100,TRUE,FALSE,100,"In 53 JC, Rome was governed by a triumvirate.",54,TRUE,FALSE,,
3UXQ63NLBUKAW4JSVV1DG5A6OSFBLY,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,33IZTU6J8MZ704FDA2VX68BNIGAXS1,A181N5PYOR0N0G,Submitted,Mon Dec 09 18:45:59 PST 2024,Mon Dec 09 19:02:25 PST 2024,Thu Dec 12 19:02:25 PST 2024,,,,986,0% (0/0),0% (0/0),0% (0/0),"In 53 JC, Rome was governed by a triumvirate.",21,FALSE,TRUE,30,"In 53 JC, Rome was governed by a triumvirate.",21,FALSE,TRUE,,
3UXQ63NLBUKAW4JSVV1DG5A6OSFBLY,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3483FV8BEZH1CQEJF071FDLZNG262Z,A2MRMOCGL25O67,Submitted,Mon Dec 09 14:41:03 PST 2024,Mon Dec 09 14:42:30 PST 2024,Thu Dec 12 14:42:30 PST 2024,,,,87,100% (8/8),100% (8/8),100% (8/8),"In 53 JC, Rome was governed by a triumvirate.",99,FALSE,TRUE,96,"In 53 JC, Rome was governed by a triumvirate.",98,TRUE,FALSE,,
3UXQ63NLBUKAW4JSVV1DG5A6OSFBLY,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,38F71OA9GEUN2NBNQBTPOSCAMK7FMN,A2G6V8JHHQOEUF,Submitted,Mon Dec 09 12:40:09 PST 2024,Mon Dec 09 12:41:27 PST 2024,Thu Dec 12 12:41:27 PST 2024,,,,78,0% (0/0),0% (0/0),0% (0/0),"In 53 JC, Rome was governed by a triumvirate.",78,TRUE,FALSE,77,"In 53 JC, Rome was governed by a triumvirate.",84,FALSE,TRUE,,
3UXQ63NLBUKAW4JSVV1DG5A6OSFBLY,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,39JEC7537FZZPYLMD14F3IAKG0RVC9,AU4PTX44URN8D,Submitted,Mon Dec 09 12:40:40 PST 2024,Mon Dec 09 12:57:01 PST 2024,Thu Dec 12 12:57:01 PST 2024,,,,981,100% (2/2),100% (2/2),100% (2/2),"In 53 JC, Rome was governed by a triumvirate.",44,FALSE,TRUE,36,"In 53 JC, Rome was governed by a triumvirate.",26,FALSE,TRUE,,
3UXQ63NLBUKAW4JSVV1DG5A6OSFBLY,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3COPXFW7XWA43C0EJ2CEL9YAZL0KPR,A37NZ5CUEO3RX7,Submitted,Mon Dec 09 12:42:53 PST 2024,Mon Dec 09 12:44:33 PST 2024,Thu Dec 12 12:44:33 PST 2024,,,,100,100% (2/2),100% (2/2),100% (2/2),"In 53 JC, Rome was governed by a triumvirate.",85,FALSE,TRUE,76,"In 53 JC, Rome was governed by a triumvirate.",70,FALSE,TRUE,,
3UXQ63NLBUKAW4JSVV1DG5A6OSFBLY,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3EFVCAY5LO7OM0VFF0ARY837VM0J87,A1XD6THGBT1T9T,Submitted,Mon Dec 09 12:41:51 PST 2024,Mon Dec 09 13:39:31 PST 2024,Thu Dec 12 13:39:31 PST 2024,,,,3460,100% (5/5),100% (5/5),100% (5/5),"In 53 JC, Rome was governed by a triumvirate.",100,TRUE,FALSE,100,"In 53 JC, Rome was governed by a triumvirate.",67,TRUE,FALSE,,
3UXQ63NLBUKAW4JSVV1DG5A6OSFBLY,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3IJXV6UZ1IHY9UQ5WRVRDOJC8ZZRIF,A2CLEL4BKK2UEE,Submitted,Mon Dec 09 12:42:43 PST 2024,Mon Dec 09 12:58:53 PST 2024,Thu Dec 12 12:58:53 PST 2024,,,,970,100% (5/5),100% (5/5),100% (5/5),"In 53 JC, Rome was governed by a triumvirate.",35,TRUE,FALSE,71,"In 53 JC, Rome was governed by a triumvirate.",27,TRUE,FALSE,,
3UXQ63NLBUKAW4JSVV1DG5A6OSFBLY,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3IO1LGZLKUVCY5G8VHG2P4Y29IA86O,A1T4ZMQIN0UVGR,Submitted,Mon Dec 09 19:46:19 PST 2024,Mon Dec 09 19:57:37 PST 2024,Thu Dec 12 19:57:37 PST 2024,,,,678,0% (0/0),0% (0/0),0% (0/0),"In 53 JC, Rome was governed by a triumvirate.",67,FALSE,TRUE,65,"In 53 JC, Rome was governed by a triumvirate.",60,FALSE,TRUE,,
3UXQ63NLBUKAW4JSVV1DG5A6OSFBLY,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3IQ1VMJRYEIDZCBLQM3S55VZP52A9L,AW576CMZINJKE,Submitted,Mon Dec 09 14:41:05 PST 2024,Mon Dec 09 14:44:47 PST 2024,Thu Dec 12 14:44:47 PST 2024,,,,222,100% (7/7),100% (7/7),100% (7/7),"In 53 JC, Rome was governed by a triumvirate.",59,FALSE,TRUE,70,"In 53 JC, Rome was governed by a triumvirate.",67,TRUE,FALSE,,
3UXQ63NLBUKAW4JSVV1DG5A6OSFBLY,3Z2ZOEGDOW4795ZN1FA60WK49KDF1W,Classify Statments as Fact or Fiction,"Classify the following statments as fact or fiction, and provide the confidence of your answer.",survey,$0.01 ,Mon Dec 09 12:39:23 PST 2024,20,BatchId:5278147;OriginalHitTemplateId:928390912;,3600,259200,Thu Dec 12 12:39:23 PST 2024,,,3IUZPWIU195UNLXFVOQ9D366SI2KWL,A1GS52JKRG5BC3,Submitted,Mon Dec 09 12:40:16 PST 2024,Mon Dec 09 12:43:19 PST 2024,Thu Dec 12 12:43:19 PST 2024,,,,183,0% (0/0),0% (0/0),0% (0/0),"In 53 JC, Rome was governed by a triumvirate.",81,FALSE,TRUE,100,"In 53 JC, Rome was governed by a triumvirate.",58,TRUE,FALSE,,
