HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.input,Answer.Fact.fact,Answer.Myth.myth,Answer.No.no,Answer.Yes.yes,Answer.aiName,Answer.factSource,Answer.sentence,Approve,Reject
3VMHWJRYIFEV9FCXEFM9NFE0NEPXF4,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3A4TN51965GU7XQ28CJO071JLB6CHV,A2R2YYU5VARQEW,Approved,Tue Dec 03 09:24:06 PST 2024,Tue Dec 03 09:24:19 PST 2024,Fri Dec 06 09:24:19 PST 2024,Thu Dec 05 10:51:05 PST 2024,,,13,100% (3/3),100% (3/3),100% (3/3),Space Exploration,FALSE,TRUE,FALSE,TRUE,ChatGPT,N/A,"In the cold vacuum of space, you would instantly freeze solid",,
3VMHWJRYIFEV9FCXEFM9NFE0NEPXF4,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3CCZ6YKWRSHGT6Z4VQ8O9KXLAHB59P,A3GK1FK744XJ8B,Approved,Sun Dec 01 17:10:32 PST 2024,Sun Dec 01 17:10:49 PST 2024,Wed Dec 04 17:10:49 PST 2024,Wed Dec 04 17:11:49 PST 2024,,,17,100% (10/10),100% (10/10),100% (10/10),Space Exploration,FALSE,TRUE,TRUE,FALSE,n/a,n/a,The moon landing was fake,,
3VMHWJRYIFEV9FCXEFM9NFE0NEPXF4,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3COPXFW7XWA43C0EJ28RXZGICBPKPL,A3G8JLLEXGUZYP,Approved,Tue Dec 03 13:10:00 PST 2024,Tue Dec 03 13:11:58 PST 2024,Fri Dec 06 13:11:58 PST 2024,Thu Dec 05 10:51:06 PST 2024,,,118,100% (10/10),100% (10/10),100% (10/10),Space Exploration,FALSE,TRUE,TRUE,FALSE,N/A,N/A,There is no gravity in space.,,
3VMHWJRYIFEV9FCXEFM9NFE0NEPXF4,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3J4Q2Z4UTJ1GYOVA8T6JLF0N4EJQWD,A209JFLE2JEZ0E,Approved,Mon Dec 02 10:53:07 PST 2024,Mon Dec 02 10:53:46 PST 2024,Thu Dec 05 10:53:46 PST 2024,Thu Dec 05 10:51:06 PST 2024,,,39,100% (10/10),100% (10/10),100% (10/10),Space Exploration,TRUE,FALSE,TRUE,FALSE,N/A,https://www.businesstoday.in/visualstories/news/can-we-reach-mars-in-90-days-elon-musk-has-a-dramatic-plan-with-spacex-starship-191187-02-12-2024,"Elon Musk, CEO of SpaceX, has announced plans to dramatically cut travel time to Mars.",,
3VMHWJRYIFEV9FCXEFM9NFE0NEPXF4,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3K772S5NPT994VAG43PJQV1M6NJHET,A2JIRBAKZ19RKL,Approved,Tue Dec 03 12:17:59 PST 2024,Tue Dec 03 12:19:05 PST 2024,Fri Dec 06 12:19:05 PST 2024,Thu Dec 05 10:51:06 PST 2024,,,66,100% (9/9),100% (9/9),100% (9/9),Space Exploration,FALSE,TRUE,TRUE,FALSE,N/A,Personal Knowledge,Astronauts can see the Great Wall from space,,
3VMHWJRYIFEV9FCXEFM9NFE0NEPXF4,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3KRVW3HTZ8JW6SG9WVP17HDXO0RMS8,A36FH5FVHU69MT,Approved,Tue Dec 03 12:55:48 PST 2024,Tue Dec 03 12:56:39 PST 2024,Fri Dec 06 12:56:39 PST 2024,Thu Dec 05 10:51:06 PST 2024,,,51,100% (10/10),100% (10/10),100% (10/10),Space Exploration,TRUE,FALSE,TRUE,FALSE,n/a,Mark Rober YouTube Channel,Space X is the first company that reuse boosters.,,
3VMHWJRYIFEV9FCXEFM9NFE0NEPXF4,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3LOTDFNYASXJ7Z51UDVP9GW9XB9WFM,A38FQN4GN4WYEB,Approved,Sat Nov 30 16:25:46 PST 2024,Sat Nov 30 16:27:42 PST 2024,Tue Dec 03 16:27:42 PST 2024,Tue Dec 03 16:27:49 PST 2024,,,116,100% (11/11),100% (11/11),100% (11/11),Space Exploration,FALSE,TRUE,FALSE,TRUE,ChatGPT,n/a,from here Spacecraft can stop in space and hover like a helicopter.,,
3VMHWJRYIFEV9FCXEFM9NFE0NEPXF4,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3WETL7AQWE6UE4AOEH7EI7UZAP2357,A1R1ORXJ05C7EG,Approved,Mon Dec 02 18:12:43 PST 2024,Mon Dec 02 18:13:12 PST 2024,Thu Dec 05 18:13:12 PST 2024,Thu Dec 05 10:51:06 PST 2024,,,29,100% (10/10),100% (10/10),100% (10/10),Space Exploration,FALSE,TRUE,FALSE,TRUE,ChatGPT,N/A,"Every rocket launch leaves a faint scar on the fabric of space, marking humanity's journey to the stars.",,
3VMHWJRYIFEV9FCXEFM9NFE0NEPXF4,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3WS1NTTKEJAQZ94G16242LN5W7WF07,A1WDIDASJA224N,Approved,Tue Dec 03 12:20:56 PST 2024,Tue Dec 03 12:21:32 PST 2024,Fri Dec 06 12:21:32 PST 2024,Thu Dec 05 10:51:06 PST 2024,,,36,100% (10/10),100% (10/10),100% (10/10),Space Exploration,TRUE,FALSE,TRUE,FALSE,na,https://www.reuters.com/technology/space/worlds-first-wooden-satellite-developed-japan-heads-space-2024-11-05/,Japan explored space earlier this year,,
3VMHWJRYIFEV9FCXEFM9NFE0NEPXF4,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3XC1O3LBODKDFAB3LJTCH9UUQDDLTQ,A2ECQJPKY9LHC3,Approved,Sat Nov 30 14:46:20 PST 2024,Sat Nov 30 14:47:09 PST 2024,Tue Dec 03 14:47:09 PST 2024,Tue Dec 03 14:47:49 PST 2024,,,49,100% (10/10),100% (10/10),100% (10/10),Space Exploration,TRUE,FALSE,TRUE,FALSE,N/A,"https://www.rmg.co.uk/stories/topics/how-many-people-have-walked-on-moon#:~:text=Neil%20Armstrong%20on%20the%20Moon,be%20tested%20back%20on%20Earth.",Neil Armstrong was the first astronaut on the moon.,,
3R5LWXWHSK61NF8SPZSR50ECOTPXG3,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,30LB5CDZNX8W4QVG2IWB5D3N8CQ0ZG,A1R1ORXJ05C7EG,Approved,Mon Dec 02 18:14:45 PST 2024,Mon Dec 02 18:14:55 PST 2024,Thu Dec 05 18:14:55 PST 2024,Thu Dec 05 10:51:00 PST 2024,,,10,100% (10/10),100% (10/10),100% (10/10),Artificial Intelligence,FALSE,TRUE,FALSE,TRUE,ChatGPT,N/A,"Artificial intelligence dreams in code, weaving fragments of human thought into its own evolving consciousness.",,
3R5LWXWHSK61NF8SPZSR50ECOTPXG3,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,32Z9ZLUT16IVGMN5YHSFV7V0APPHOX,A36FH5FVHU69MT,Approved,Tue Dec 03 12:56:39 PST 2024,Tue Dec 03 12:57:17 PST 2024,Fri Dec 06 12:57:17 PST 2024,Thu Dec 05 10:51:00 PST 2024,,,38,100% (10/10),100% (10/10),100% (10/10),Artificial Intelligence,FALSE,TRUE,TRUE,FALSE,n/a,n/a,ChatGPT 3.5 was launched in April 2018.,,
3R5LWXWHSK61NF8SPZSR50ECOTPXG3,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3C2NJ6JBKVF9JBKBEHPVTEPTVW12NK,A3GK1FK744XJ8B,Approved,Sun Dec 01 17:06:38 PST 2024,Sun Dec 01 17:07:22 PST 2024,Wed Dec 04 17:07:22 PST 2024,Wed Dec 04 17:07:49 PST 2024,,,44,100% (10/10),100% (10/10),100% (10/10),Artificial Intelligence,TRUE,FALSE,TRUE,FALSE,ChapGPT,Chat GPT,"""Artificial intelligence is the simulation of human intelligence processes by machines, especially computer systems.""",,
3R5LWXWHSK61NF8SPZSR50ECOTPXG3,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3DR23U6WEQCZ941B4X684E4AHGCTEB,A38FQN4GN4WYEB,Approved,Sat Nov 30 16:31:07 PST 2024,Sat Nov 30 16:31:41 PST 2024,Tue Dec 03 16:31:41 PST 2024,Tue Dec 03 16:31:49 PST 2024,,,34,100% (11/11),100% (11/11),100% (11/11),Artificial Intelligence,FALSE,TRUE,TRUE,FALSE,n/a,n/a,AI can fully understand and replicate human emotions,,
3R5LWXWHSK61NF8SPZSR50ECOTPXG3,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3H0W84IWB50MTPOJ081D4Z3STVFREW,A2ECQJPKY9LHC3,Approved,Sat Nov 30 14:52:18 PST 2024,Sat Nov 30 14:53:09 PST 2024,Tue Dec 03 14:53:09 PST 2024,Tue Dec 03 14:53:49 PST 2024,,,51,100% (10/10),100% (10/10),100% (10/10),Artificial Intelligence,FALSE,TRUE,FALSE,TRUE,CHATGPT,https://www.telecomreview.com/articles/reports-and-coverage/8474-can-ai-think-like-us-unveiling-the-science-behind-human-decision-making/,AI systems can think and feel just like humans.,,
3R5LWXWHSK61NF8SPZSR50ECOTPXG3,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3IAS3U3I00E7I2VEBRKM2JPZE7OB25,A1WDIDASJA224N,Approved,Tue Dec 03 12:20:23 PST 2024,Tue Dec 03 12:20:50 PST 2024,Fri Dec 06 12:20:50 PST 2024,Thu Dec 05 10:51:00 PST 2024,,,27,100% (10/10),100% (10/10),100% (10/10),Artificial Intelligence,TRUE,FALSE,TRUE,FALSE,na,https://play.google.com/store/apps/details?id=com.google.android.apps.bard&hl=en_US&pli=1,Gemini is Google's Artificial Intelligence platform,,
3R5LWXWHSK61NF8SPZSR50ECOTPXG3,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3LWJHTCVCXKEN29FI4WJHREN9BUFQ5,A3G8JLLEXGUZYP,Approved,Tue Dec 03 13:07:20 PST 2024,Tue Dec 03 13:08:33 PST 2024,Fri Dec 06 13:08:33 PST 2024,Thu Dec 05 10:51:02 PST 2024,,,73,100% (10/10),100% (10/10),100% (10/10),Artificial Intelligence,TRUE,FALSE,TRUE,FALSE,N/A,it was in my head,Most AI today uses empirical risk minimization,,
3R5LWXWHSK61NF8SPZSR50ECOTPXG3,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3PM8NZGV8JEVNO00IY25NYEUDGPQX6,A209JFLE2JEZ0E,Approved,Mon Dec 02 10:53:46 PST 2024,Mon Dec 02 10:54:13 PST 2024,Thu Dec 05 10:54:13 PST 2024,Thu Dec 05 10:51:00 PST 2024,,,27,100% (10/10),100% (10/10),100% (10/10),Artificial Intelligence,FALSE,TRUE,TRUE,FALSE,N/A,N/A,AI provides factually correct information.,,
3R5LWXWHSK61NF8SPZSR50ECOTPXG3,3CM00QMEU6K4RDMFXAT0B6G6JT46W5,Fact or Fiction,"Please submit an interesting fact or myth, and indicate which one. If submitting a fact, please provide a source (website URL, book reference, etc). If submitting a myth, please specify if it was generated with AI.",survey,$0.00 ,Fri Nov 29 10:40:34 PST 2024,100,BatchId:411347;OriginalHitTemplateId:921587278;,3600,259200,Fri Dec 06 10:40:34 PST 2024,,,3TY7ZAOG50I1FVWU2HT1IYFA43DK0E,A2JIRBAKZ19RKL,Approved,Tue Dec 03 12:21:18 PST 2024,Tue Dec 03 12:22:09 PST 2024,Fri Dec 06 12:22:09 PST 2024,Thu Dec 05 10:51:01 PST 2024,,,51,100% (9/9),100% (9/9),100% (9/9),Artificial Intelligence,TRUE,FALSE,TRUE,FALSE,N/A,Personal Knowledge,The AI course in UPenn is taught by Professor Chris Callison-Burch,,
